"mident","mois","actif","actifp","actifs","agea"
2101510001,13,1,1,0,47.833332
2101510001,14,1,1,0,47.916668
2101510001,15,1,1,0,48
2101510001,16,1,1,0,48.083332
2101510001,17,1,1,0,48.166668
2101510001,18,1,1,0,48.25
2101510001,19,1,1,0,48.333332
2101510001,20,1,1,0,48.416668
2101510001,21,1,1,0,48.5
2101510001,22,1,1,0,48.583332
2101510001,23,1,1,0,48.666668
2101510001,24,1,1,0,48.75
2101527001,13,1,1,0,42
2101527001,14,1,1,0,42.083332
2101527001,15,1,1,0,42.166668
2101527001,16,1,1,0,42.25
2101527001,17,1,1,0,42.333332
2101527001,18,1,1,0,42.416668
2101527001,19,1,1,0,42.5
2101527001,20,1,1,0,42.583332
2101527001,21,1,1,0,42.666668
2101527001,22,1,1,0,42.75
2101527001,23,1,1,0,42.833332
2101527001,24,1,1,0,42.916668
2101620001,13,1,1,0,36.416668
2101620001,14,1,1,0,36.5
2101620001,15,1,1,0,36.583332
2101620001,16,1,1,0,36.666668
2101620001,17,1,1,0,36.75
2101620001,18,1,1,0,36.833332
2101620001,19,1,1,0,36.916668
2101620001,20,1,1,0,37
2101620001,21,1,1,0,37.083332
2101620001,22,0,0,0,37.166668
2101620001,23,0,0,0,37.25
2101620001,24,1,1,0,37.333332
2101646001,13,1,1,0,44
2101646001,14,1,1,0,44.083332
2101646001,15,1,1,0,44.166668
2101646001,16,1,1,0,44.25
2101646001,17,1,1,0,44.333332
2101646001,18,1,1,0,44.416668
2101646001,19,1,1,0,44.5
2101646001,20,1,1,0,44.583332
2101646001,21,1,1,0,44.666668
2101646001,22,1,1,0,44.75
2101646001,23,1,1,0,44.833332
2101646001,24,1,1,0,44.916668
2101776001,13,1,1,0,47.25
2101776001,14,1,1,0,47.333332
2101776001,15,1,1,0,47.416668
2101776001,16,1,1,0,47.5
2101776001,17,1,1,0,47.583332
2101776001,18,1,1,0,47.666668
2101776001,19,1,1,0,47.75
2101776001,20,1,1,0,47.833332
2101776001,21,1,1,0,47.916668
2101776001,22,1,1,0,48
2101776001,23,1,1,0,48.083332
2101776001,24,1,1,0,48.166668
2101938001,13,0,0,0,21.583334
2101938001,14,0,0,0,21.666666
2101938001,15,0,0,0,21.75
2101938001,16,0,0,0,21.833334
2101938001,17,0,0,0,21.916666
2101938001,18,0,0,0,22
2101938001,19,0,0,0,22.083334
2101938001,20,0,0,0,22.166666
2101938001,21,1,1,0,22.25
2101938001,22,1,1,0,22.333334
2101938001,23,1,1,0,22.416666
2101938001,24,1,1,0,22.5
2101945001,13,0,0,0,32.916668
2101945001,14,0,0,0,33
2101945001,15,0,0,0,33.083332
2101945001,16,0,0,0,33.166668
2101945001,17,0,0,0,33.25
2101945001,18,0,0,0,33.333332
2101945001,19,0,0,0,33.416668
2101945001,20,0,0,0,33.5
2101945001,21,0,0,0,33.583332
2101945001,22,0,0,0,33.666668
2101945001,23,0,0,0,33.75
2101945001,24,0,0,0,33.833332
2102168001,13,1,1,0,37.25
2102168001,14,1,1,0,37.333332
2102168001,15,1,1,0,37.416668
2102168001,16,1,1,0,37.5
2102168001,17,1,1,0,37.583332
2102168001,18,1,1,0,37.666668
2102168001,19,1,1,0,37.75
2102168001,20,1,1,0,37.833332
2102168001,21,1,1,0,37.916668
2102168001,22,1,1,0,38
2102168001,23,1,1,0,38.083332
2102168001,24,1,1,0,38.166668
2102184001,13,1,1,0,30.75
2102184001,14,1,1,0,30.833334
2102184001,15,1,1,0,30.916666
2102184001,16,1,1,0,31
2102184001,17,1,1,0,31.083334
2102184001,18,1,1,0,31.166666
2102184001,19,1,1,0,31.25
2102184001,20,1,1,0,31.333334
2102184001,21,1,1,0,31.416666
2102184001,22,1,1,0,31.5
2102184001,23,1,1,0,31.583334
2102184001,24,1,1,0,31.666666
2102203001,13,1,1,0,43.333332
2102203001,14,1,1,0,43.416668
2102203001,15,1,1,0,43.5
2102203001,16,1,1,0,43.583332
2102203001,17,1,1,0,43.666668
2102203001,18,1,1,0,43.75
2102203001,19,1,1,0,43.833332
2102203001,20,1,1,0,43.916668
2102203001,21,1,1,0,44
2102203001,22,1,1,0,44.083332
2102203001,23,1,1,0,44.166668
2102203001,24,1,1,0,44.25
2102382001,13,1,1,0,51.833332
2102382001,14,1,1,0,51.916668
2102382001,15,1,1,0,52
2102382001,16,1,1,0,52.083332
2102382001,17,1,1,0,52.166668
2102382001,18,1,1,0,52.25
2102382001,19,1,1,0,52.333332
2102382001,20,1,1,0,52.416668
2102382001,21,1,1,0,52.5
2102382001,22,1,1,0,52.583332
2102382001,23,1,1,0,52.666668
2102382001,24,1,1,0,52.75
2102515001,13,1,1,0,32.166668
2102515001,14,1,1,0,32.25
2102515001,15,1,1,0,32.333332
2102515001,16,1,1,0,32.416668
2102515001,17,1,1,0,32.5
2102515001,18,1,1,0,32.583332
2102515001,19,1,1,0,32.666668
2102515001,20,1,1,0,32.75
2102515001,21,1,1,0,32.833332
2102515001,22,1,1,0,32.916668
2102515001,23,1,1,0,33
2102515001,24,1,1,0,33.083332
2102531001,13,0,0,0,28.416666
2102531001,14,0,0,0,28.5
2102531001,15,1,1,0,28.583334
2102531001,16,1,1,0,28.666666
2102531001,17,1,1,0,28.75
2102531001,18,1,1,0,28.833334
2102531001,19,1,1,0,28.916666
2102531001,20,1,1,0,29
2102531001,21,1,1,0,29.083334
2102531001,22,1,1,0,29.166666
2102531001,23,1,1,0,29.25
2102531001,24,1,1,0,29.333334
2102607001,13,1,1,0,37.833332
2102607001,14,1,1,0,37.916668
2102607001,15,1,1,0,38
2102607001,16,1,1,0,38.083332
2102607001,17,1,1,0,38.166668
2102607001,18,1,1,0,38.25
2102607001,19,1,1,0,38.333332
2102607001,20,1,1,0,38.416668
2102607001,21,1,1,0,38.5
2102607001,22,1,1,0,38.583332
2102607001,23,1,1,0,38.666668
2102607001,24,1,1,0,38.75
2102625001,13,1,1,0,25.083334
2102625001,14,1,1,0,25.166666
2102625001,15,1,1,0,25.25
2102625001,16,1,1,0,25.333334
2102625001,17,1,1,0,25.416666
2102625001,18,1,1,0,25.5
2102625001,19,1,1,0,25.583334
2102625001,20,1,1,0,25.666666
2102625001,21,1,1,0,25.75
2102625001,22,1,1,0,25.833334
2102625001,23,1,1,0,25.916666
2102625001,24,1,1,0,26
2102689001,13,1,1,0,32.083332
2102689001,14,1,1,0,32.166668
2102689001,15,1,1,0,32.25
2102689001,16,1,1,0,32.333332
2102689001,17,1,1,0,32.416668
2102689001,18,1,1,0,32.5
2102689001,19,1,1,0,32.583332
2102689001,20,1,1,0,32.666668
2102689001,21,1,1,0,32.75
2102689001,22,1,1,0,32.833332
2102689001,23,1,1,0,32.916668
2102689001,24,1,1,0,33
2102771001,13,0,0,0,46.583332
2102771001,14,0,0,0,46.666668
2102771001,15,0,0,0,46.75
2102771001,16,0,0,0,46.833332
2102771001,17,0,0,0,46.916668
2102771001,18,0,0,0,47
2102771001,19,0,0,0,47.083332
2102771001,20,0,0,0,47.166668
2102771001,21,0,0,0,47.25
2102771001,22,0,0,0,47.333332
2102771001,23,0,0,0,47.416668
2102771001,24,0,0,0,47.5
2102797001,13,1,1,0,49.916668
2102797001,14,1,1,0,50
2102797001,15,1,1,0,50.083332
2102797001,16,1,1,0,50.166668
2102797001,17,1,1,0,50.25
2102797001,18,1,1,0,50.333332
2102797001,19,1,1,0,50.416668
2102797001,20,1,1,0,50.5
2102797001,21,1,1,0,50.583332
2102797001,22,1,1,0,50.666668
2102797001,23,1,1,0,50.75
2102797001,24,1,1,0,50.833332
2102805001,13,1,1,0,26.666666
2102805001,14,1,1,0,26.75
2102805001,15,1,1,0,26.833334
2102805001,16,1,1,0,26.916666
2102805001,17,1,1,0,27
2102805001,18,1,1,0,27.083334
2102805001,19,1,1,0,27.166666
2102805001,20,1,1,0,27.25
2102805001,21,1,1,0,27.333334
2102805001,22,1,1,0,27.416666
2102805001,23,1,1,0,27.5
2102805001,24,1,1,0,27.583334
2102894001,13,0,0,0,24.666666
2102894001,14,0,0,0,24.75
2102894001,15,0,0,0,24.833334
2102894001,16,0,0,0,24.916666
2102894001,17,0,0,0,25
2102894001,18,0,0,0,25.083334
2102894001,19,0,0,0,25.166666
2102894001,20,0,0,0,25.25
2102894001,21,0,0,0,25.333334
2102894001,22,0,0,0,25.416666
2102894001,23,0,0,0,25.5
2102894001,24,0,0,0,25.583334
2102933001,13,0,0,0,54.25
2102933001,14,0,0,0,54.333332
2102933001,15,0,0,0,54.416668
2102933001,16,0,0,0,54.5
2102933001,17,0,0,0,54.583332
2102933001,18,0,0,0,54.666668
2102933001,19,0,0,0,54.75
2102933001,20,0,0,0,54.833332
2102933001,21,0,0,0,54.916668
2102933001,22,0,0,0,55
2102933001,23,0,0,0,55.083332
2102933001,24,0,0,0,55.166668
2102979001,13,0,0,0,46.666668
2102979001,14,0,0,0,46.75
2102979001,15,0,0,0,46.833332
2102979001,16,0,0,0,46.916668
2102979001,17,0,0,0,47
2102979001,18,0,0,0,47.083332
2102979001,19,0,0,0,47.166668
2102979001,20,0,0,0,47.25
2102979001,21,0,0,0,47.333332
2102979001,22,1,1,0,47.416668
2102979001,23,1,1,0,47.5
2102979001,24,1,1,0,47.583332
2103219001,13,1,1,0,39.083332
2103219001,14,1,1,0,39.166668
2103219001,15,1,1,0,39.25
2103219001,16,1,1,0,39.333332
2103219001,17,1,1,0,39.416668
2103219001,18,1,1,0,39.5
2103219001,19,1,1,0,39.583332
2103219001,20,1,1,0,39.666668
2103219001,21,1,1,0,39.75
2103219001,22,1,1,0,39.833332
2103219001,23,1,1,0,39.916668
2103219001,24,1,1,0,40
2103361001,13,1,1,0,36.25
2103361001,14,1,1,0,36.333332
2103361001,15,1,1,0,36.416668
2103361001,16,1,1,0,36.5
2103361001,17,1,1,0,36.583332
2103361001,18,1,1,0,36.666668
2103361001,19,1,1,0,36.75
2103361001,20,1,1,0,36.833332
2103361001,21,1,1,0,36.916668
2103361001,22,1,1,0,37
2103361001,23,1,1,0,37.083332
2103361001,24,1,1,0,37.166668
2103406001,13,1,1,0,49
2103406001,14,1,1,0,49.083332
2103406001,15,1,1,0,49.166668
2103406001,16,1,1,0,49.25
2103406001,17,1,1,0,49.333332
2103406001,18,1,1,0,49.416668
2103406001,19,1,1,0,49.5
2103406001,20,1,1,0,49.583332
2103406001,21,1,1,0,49.666668
2103406001,22,1,1,0,49.75
2103406001,23,1,1,0,49.833332
2103406001,24,1,1,0,49.916668
2103440001,13,0,0,0,33.833332
2103440001,14,0,0,0,33.916668
2103440001,15,0,0,0,34
2103440001,16,0,0,0,34.083332
2103440001,17,0,0,0,34.166668
2103440001,18,0,0,0,34.25
2103440001,19,0,0,0,34.333332
2103440001,20,0,0,0,34.416668
2103440001,21,0,0,0,34.5
2103440001,22,0,0,0,34.583332
2103440001,23,0,0,0,34.666668
2103440001,24,0,0,0,34.75
2103495001,13,1,1,0,21.583334
2103495001,14,1,1,0,21.666666
2103495001,15,1,1,0,21.75
2103495001,16,1,1,0,21.833334
2103495001,17,1,1,0,21.916666
2103495001,18,1,1,0,22
2103495001,19,1,1,0,22.083334
2103495001,20,1,1,0,22.166666
2103495001,21,1,1,0,22.25
2103495001,22,1,1,0,22.333334
2103495001,23,1,1,0,22.416666
2103495001,24,1,1,0,22.5
2103527001,13,1,1,0,45.416668
2103527001,14,1,1,0,45.5
2103527001,15,1,1,0,45.583332
2103527001,16,1,1,0,45.666668
2103527001,17,1,1,0,45.75
2103527001,18,1,1,0,45.833332
2103527001,19,1,1,0,45.916668
2103527001,20,1,1,0,46
2103527001,21,1,1,0,46.083332
2103527001,22,1,1,0,46.166668
2103527001,23,1,1,0,46.25
2103527001,24,1,1,0,46.333332
2103536001,13,0,0,0,43.916668
2103536001,14,0,0,0,44
2103536001,15,0,0,0,44.083332
2103536001,16,0,0,0,44.166668
2103536001,17,0,0,0,44.25
2103536001,18,0,0,0,44.333332
2103536001,19,0,0,0,44.416668
2103536001,20,0,0,0,44.5
2103536001,21,0,0,0,44.583332
2103536001,22,0,0,0,44.666668
2103536001,23,0,0,0,44.75
2103536001,24,0,0,0,44.833332
2103602001,13,1,1,0,50
2103602001,14,1,1,0,50.083332
2103602001,15,1,1,0,50.166668
2103602001,16,1,1,0,50.25
2103602001,17,1,1,0,50.333332
2103602001,18,1,1,0,50.416668
2103602001,19,1,1,0,50.5
2103602001,20,1,1,0,50.583332
2103602001,21,1,1,0,50.666668
2103602001,22,1,1,0,50.75
2103602001,23,1,1,0,50.833332
2103602001,24,1,1,0,50.916668
2103613001,13,1,1,0,43.083332
2103613001,14,1,1,0,43.166668
2103613001,15,1,1,0,43.25
2103613001,16,1,1,0,43.333332
2103613001,17,1,1,0,43.416668
2103613001,18,1,1,0,43.5
2103613001,19,1,1,0,43.583332
2103613001,20,1,1,0,43.666668
2103613001,21,1,1,0,43.75
2103613001,22,1,1,0,43.833332
2103613001,23,1,1,0,43.916668
2103613001,24,1,1,0,44
2103792001,13,0,0,0,45.75
2103792001,14,0,0,0,45.833332
2103792001,15,0,0,0,45.916668
2103792001,16,1,1,0,46
2103792001,17,1,1,0,46.083332
2103792001,18,1,1,0,46.166668
2103792001,19,1,1,0,46.25
2103792001,20,1,1,0,46.333332
2103792001,21,1,1,0,46.416668
2103792001,22,0,0,0,46.5
2103792001,23,0,0,0,46.583332
2103792001,24,0,0,0,46.666668
2103882001,13,1,1,0,40.333332
2103882001,14,1,1,0,40.416668
2103882001,15,1,1,0,40.5
2103882001,16,1,1,0,40.583332
2103882001,17,1,1,0,40.666668
2103882001,18,1,1,0,40.75
2103882001,19,1,1,0,40.833332
2103882001,20,1,1,0,40.916668
2103882001,21,1,1,0,41
2103882001,22,1,1,0,41.083332
2103882001,23,1,1,0,41.166668
2103882001,24,1,1,0,41.25
2103901001,13,1,1,0,36.25
2103901001,14,1,1,0,36.333332
2103901001,15,1,1,0,36.416668
2103901001,16,1,1,0,36.5
2103901001,17,1,1,0,36.583332
2103901001,18,1,1,0,36.666668
2103901001,19,1,1,0,36.75
2103901001,20,1,1,0,36.833332
2103901001,21,1,1,0,36.916668
2103901001,22,1,1,0,37
2103901001,23,1,1,0,37.083332
2103901001,24,1,1,0,37.166668
2104010001,13,1,1,0,33.833332
2104010001,14,1,1,0,33.916668
2104010001,15,1,1,0,34
2104010001,16,1,1,0,34.083332
2104010001,17,1,1,0,34.166668
2104010001,18,1,1,0,34.25
2104010001,19,1,1,0,34.333332
2104010001,20,1,1,0,34.416668
2104010001,21,1,1,0,34.5
2104010001,22,1,1,0,34.583332
2104010001,23,1,1,0,34.666668
2104010001,24,1,1,0,34.75
2104157101,13,1,1,0,27.166666
2104157101,14,1,1,0,27.25
2104157101,15,1,1,0,27.333334
2104157101,16,1,1,0,27.416666
2104157101,17,1,1,0,27.5
2104157101,18,1,1,0,27.583334
2104157101,19,1,1,0,27.666666
2104157101,20,1,1,0,27.75
2104157101,21,1,1,0,27.833334
2104157101,22,1,1,0,27.916666
2104157101,23,1,1,0,28
2104157101,24,1,1,0,28.083334
2104157301,13,1,1,0,25.333334
2104157301,14,1,1,0,25.416666
2104157301,15,1,1,0,25.5
2104157301,16,1,1,0,25.583334
2104157301,17,1,1,0,25.666666
2104157301,18,1,1,0,25.75
2104157301,19,1,1,0,25.833334
2104157301,20,1,1,0,25.916666
2104157301,21,1,1,0,26
2104157301,22,1,1,0,26.083334
2104157301,23,1,1,0,26.166666
2104157301,24,1,1,0,26.25
2104157401,13,1,1,0,30.75
2104157401,14,1,1,0,30.833334
2104157401,15,1,1,0,30.916666
2104157401,16,1,1,0,31
2104157401,17,1,1,0,31.083334
2104157401,18,1,1,0,31.166666
2104157401,19,1,1,0,31.25
2104157401,20,1,1,0,31.333334
2104157401,21,1,1,0,31.416666
2104157401,22,1,1,0,31.5
2104157401,23,1,1,0,31.583334
2104157401,24,1,1,0,31.666666
2104157601,13,0,0,0,22.083334
2104157601,14,0,0,0,22.166666
2104157601,15,0,0,0,22.25
2104157601,16,0,0,0,22.333334
2104157601,17,0,0,0,22.416666
2104157601,18,0,0,0,22.5
2104157601,19,0,0,0,22.583334
2104157601,20,0,0,0,22.666666
2104157601,21,0,0,0,22.75
2104157601,22,1,1,0,22.833334
2104157601,23,1,1,0,22.916666
2104157601,24,1,1,0,23
2104230001,13,0,0,0,58.166668
2104230001,14,0,0,0,58.25
2104230001,15,0,0,0,58.333332
2104230001,16,0,0,0,58.416668
2104230001,17,0,0,0,58.5
2104230001,18,0,0,0,58.583332
2104230001,19,0,0,0,58.666668
2104230001,20,0,0,0,58.75
2104230001,21,0,0,0,58.833332
2104230001,22,0,0,0,58.916668
2104230001,23,0,0,0,59
2104230001,24,0,0,0,59.083332
2104311001,13,1,1,0,36.5
2104311001,14,1,1,0,36.583332
2104311001,15,1,1,0,36.666668
2104311001,16,1,1,0,36.75
2104311001,17,1,1,0,36.833332
2104311001,18,1,1,0,36.916668
2104311001,19,1,1,0,37
2104311001,20,1,1,0,37.083332
2104311001,21,1,1,0,37.166668
2104311001,22,1,1,0,37.25
2104311001,23,1,1,0,37.333332
2104311001,24,1,1,0,37.416668
2104355001,13,1,1,0,38.666668
2104355001,14,1,1,0,38.75
2104355001,15,1,1,0,38.833332
2104355001,16,1,1,0,38.916668
2104355001,17,1,1,0,39
2104355001,18,1,1,0,39.083332
2104355001,19,1,1,0,39.166668
2104355001,20,1,1,0,39.25
2104355001,21,1,1,0,39.333332
2104355001,22,1,1,0,39.416668
2104355001,23,1,1,0,39.5
2104355001,24,1,1,0,39.583332
2104399001,13,1,1,0,53.75
2104399001,14,1,1,0,53.833332
2104399001,15,1,1,0,53.916668
2104399001,16,1,1,0,54
2104399001,17,1,1,0,54.083332
2104399001,18,1,1,0,54.166668
2104399001,19,1,1,0,54.25
2104399001,20,1,1,0,54.333332
2104399001,21,1,1,0,54.416668
2104399001,22,1,1,0,54.5
2104399001,23,1,1,0,54.583332
2104399001,24,1,1,0,54.666668
2104456001,13,1,1,0,27.416666
2104456001,14,1,1,0,27.5
2104456001,15,1,1,0,27.583334
2104456001,16,1,1,0,27.666666
2104456001,17,1,1,0,27.75
2104456001,18,1,1,0,27.833334
2104456001,19,1,1,0,27.916666
2104456001,20,1,1,0,28
2104456001,21,1,1,0,28.083334
2104456001,22,1,1,0,28.166666
2104456001,23,1,1,0,28.25
2104456001,24,1,1,0,28.333334
2104559001,13,0,0,0,36.416668
2104559001,14,0,0,0,36.5
2104559001,15,0,0,0,36.583332
2104559001,16,0,0,0,36.666668
2104559001,17,0,0,0,36.75
2104559001,18,0,0,0,36.833332
2104559001,19,0,0,0,36.916668
2104559001,20,0,0,0,37
2104559001,21,0,0,0,37.083332
2104559001,22,0,0,0,37.166668
2104559001,23,0,0,0,37.25
2104559001,24,0,0,0,37.333332
2104560001,13,0,0,0,29.916666
2104560001,14,0,0,0,30
2104560001,15,0,0,0,30.083334
2104560001,16,0,0,0,30.166666
2104560001,17,0,0,0,30.25
2104560001,18,0,0,0,30.333334
2104560001,19,0,0,0,30.416666
2104560001,20,0,0,0,30.5
2104560001,21,0,0,0,30.583334
2104560001,22,0,0,0,30.666666
2104560001,23,0,0,0,30.75
2104560001,24,0,0,0,30.833334
2104586001,13,1,1,0,35.916668
2104586001,14,1,1,0,36
2104586001,15,1,1,0,36.083332
2104586001,16,1,1,0,36.166668
2104586001,17,1,1,0,36.25
2104586001,18,1,1,0,36.333332
2104586001,19,1,1,0,36.416668
2104586001,20,1,1,0,36.5
2104586001,21,1,1,0,36.583332
2104586001,22,1,1,0,36.666668
2104586001,23,1,1,0,36.75
2104586001,24,1,1,0,36.833332
2104607001,13,1,1,0,45
2104607001,14,1,1,0,45.083332
2104607001,15,1,1,0,45.166668
2104607001,16,1,1,0,45.25
2104607001,17,1,1,0,45.333332
2104607001,18,1,1,0,45.416668
2104607001,19,1,1,0,45.5
2104607001,20,1,1,0,45.583332
2104607001,21,1,1,0,45.666668
2104607001,22,1,1,0,45.75
2104607001,23,1,1,0,45.833332
2104607001,24,1,1,0,45.916668
2104618001,13,1,1,0,28.416666
2104618001,14,1,1,0,28.5
2104618001,15,1,1,0,28.583334
2104618001,16,1,1,0,28.666666
2104618001,17,1,1,0,28.75
2104618001,18,1,1,0,28.833334
2104618001,19,1,1,0,28.916666
2104618001,20,1,1,0,29
2104618001,21,1,1,0,29.083334
2104618001,22,1,1,0,29.166666
2104618001,23,1,1,0,29.25
2104618001,24,1,1,0,29.333334
2104696001,13,1,1,0,40.916668
2104696001,14,1,1,0,41
2104696001,15,1,1,0,41.083332
2104696001,16,1,1,0,41.166668
2104696001,17,1,1,0,41.25
2104696001,18,1,1,0,41.333332
2104696001,19,1,1,0,41.416668
2104696001,20,1,1,0,41.5
2104696001,21,1,1,0,41.583332
2104696001,22,1,1,0,41.666668
2104696001,23,1,1,0,41.75
2104696001,24,1,1,0,41.833332
2104719001,13,1,1,0,46.583332
2104719001,14,1,1,0,46.666668
2104719001,15,1,1,0,46.75
2104719001,16,1,1,0,46.833332
2104719001,17,1,1,0,46.916668
2104719001,18,1,1,0,47
2104719001,19,0,0,0,47.083332
2104719001,20,0,0,0,47.166668
2104719001,21,0,0,0,47.25
2104719001,22,0,0,0,47.333332
2104719001,23,0,0,0,47.416668
2104719001,24,0,0,0,47.5
2104771001,13,1,1,0,50.833332
2104771001,14,1,1,0,50.916668
2104771001,15,1,1,0,51
2104771001,16,1,1,0,51.083332
2104771001,17,1,1,0,51.166668
2104771001,18,1,1,0,51.25
2104771001,19,1,1,0,51.333332
2104771001,20,1,1,0,51.416668
2104771001,21,1,1,0,51.5
2104771001,22,1,1,0,51.583332
2104771001,23,1,1,0,51.666668
2104771001,24,1,1,0,51.75
2104805001,13,1,1,0,48.166668
2104805001,14,1,1,0,48.25
2104805001,15,1,1,0,48.333332
2104805001,16,1,1,0,48.416668
2104805001,17,1,1,0,48.5
2104805001,18,1,1,0,48.583332
2104805001,19,1,1,0,48.666668
2104805001,20,1,1,0,48.75
2104805001,21,1,1,0,48.833332
2104805001,22,1,1,0,48.916668
2104805001,23,1,1,0,49
2104805001,24,1,1,0,49.083332
2104816001,13,0,0,0,27.916666
2104816001,14,0,0,0,28
2104816001,15,0,0,0,28.083334
2104816001,16,0,0,0,28.166666
2104816001,17,0,0,0,28.25
2104816001,18,0,0,0,28.333334
2104816001,19,0,0,0,28.416666
2104816001,20,1,1,0,28.5
2104816001,21,0,0,0,28.583334
2104816001,22,0,0,0,28.666666
2104816001,23,0,0,0,28.75
2104816001,24,0,0,0,28.833334
2104849001,13,0,0,0,55.75
2104849001,14,0,0,0,55.833332
2104849001,15,0,0,0,55.916668
2104849001,16,0,0,0,56
2104849001,17,0,0,0,56.083332
2104849001,18,0,0,0,56.166668
2104849001,19,0,0,0,56.25
2104849001,20,0,0,0,56.333332
2104849001,21,0,0,0,56.416668
2104849001,22,0,0,0,56.5
2104849001,23,0,0,0,56.583332
2104849001,24,0,0,0,56.666668
2104878001,13,0,0,0,41.5
2104878001,14,0,0,0,41.583332
2104878001,15,0,0,0,41.666668
2104878001,16,0,0,0,41.75
2104878001,17,0,0,0,41.833332
2104878001,18,0,0,0,41.916668
2104878001,19,0,0,0,42
2104878001,20,1,1,0,42.083332
2104878001,21,1,1,0,42.166668
2104878001,22,0,0,0,42.25
2104878001,23,0,0,0,42.333332
2104878001,24,0,0,0,42.416668
2104951001,13,1,1,0,43.833332
2104951001,14,1,1,0,43.916668
2104951001,15,1,1,0,44
2104951001,16,1,1,0,44.083332
2104951001,17,1,1,0,44.166668
2104951001,18,1,1,0,44.25
2104951001,19,1,1,0,44.333332
2104951001,20,1,1,0,44.416668
2104951001,21,1,1,0,44.5
2104951001,22,1,1,0,44.583332
2104951001,23,1,1,0,44.666668
2104951001,24,1,1,0,44.75
2105323001,13,1,1,0,26.416666
2105323001,14,1,1,0,26.5
2105323001,15,0,0,0,26.583334
2105323001,16,0,0,0,26.666666
2105323001,17,0,0,0,26.75
2105323001,18,0,0,0,26.833334
2105323001,19,0,0,0,26.916666
2105323001,20,0,0,0,27
2105323001,21,0,0,0,27.083334
2105323001,22,0,0,0,27.166666
2105323001,23,0,0,0,27.25
2105323001,24,0,0,0,27.333334
2105462001,13,1,1,0,25.166666
2105462001,14,1,1,0,25.25
2105462001,15,1,1,0,25.333334
2105462001,16,1,1,0,25.416666
2105462001,17,1,1,0,25.5
2105462001,18,1,1,0,25.583334
2105462001,19,1,1,0,25.666666
2105462001,20,1,1,0,25.75
2105462001,21,1,1,0,25.833334
2105462001,22,1,1,0,25.916666
2105462001,23,1,1,0,26
2105462001,24,1,1,0,26.083334
2105495001,13,0,0,0,23.833334
2105495001,14,0,0,0,23.916666
2105495001,15,0,0,0,24
2105495001,16,0,0,0,24.083334
2105495001,17,0,0,0,24.166666
2105495001,18,0,0,0,24.25
2105495001,19,0,0,0,24.333334
2105495001,20,0,0,0,24.416666
2105495001,21,0,0,0,24.5
2105495001,22,0,0,0,24.583334
2105495001,23,0,0,0,24.666666
2105495001,24,0,0,0,24.75
2105536001,13,1,1,0,31.583334
2105536001,14,1,1,0,31.666666
2105536001,15,1,1,0,31.75
2105536001,16,1,1,0,31.833334
2105536001,17,1,1,0,31.916666
2105536001,18,1,1,0,32
2105536001,19,1,1,0,32.083332
2105536001,20,1,1,0,32.166668
2105536001,21,1,1,0,32.25
2105536001,22,1,1,0,32.333332
2105536001,23,1,1,0,32.416668
2105536001,24,1,1,0,32.5
2105730001,13,1,1,0,24.75
2105730001,14,1,1,0,24.833334
2105730001,15,1,1,0,24.916666
2105730001,16,1,1,0,25
2105730001,17,1,1,0,25.083334
2105730001,18,1,1,0,25.166666
2105730001,19,1,1,0,25.25
2105730001,20,1,1,0,25.333334
2105730001,21,0,0,0,25.416666
2105730001,22,0,0,0,25.5
2105730001,23,0,0,0,25.583334
2105730001,24,0,0,0,25.666666
2105747001,13,1,1,0,33.666668
2105747001,14,1,1,0,33.75
2105747001,15,1,1,0,33.833332
2105747001,16,1,1,0,33.916668
2105747001,17,1,1,0,34
2105747001,18,1,1,0,34.083332
2105747001,19,1,1,0,34.166668
2105747001,20,1,1,0,34.25
2105747001,21,1,1,0,34.333332
2105747001,22,1,1,0,34.416668
2105747001,23,1,1,0,34.5
2105747001,24,1,1,0,34.583332
2105800011,13,1,1,0,40.166668
2105800011,14,1,1,0,40.25
2105800011,15,1,1,0,40.333332
2105800011,16,1,1,0,40.416668
2105800011,17,1,1,0,40.5
2105800011,18,1,1,0,40.583332
2105800011,19,1,1,0,40.666668
2105800011,20,1,1,0,40.75
2105800011,21,1,1,0,40.833332
2105800011,22,1,1,0,40.916668
2105800011,23,1,1,0,41
2105800011,24,1,1,0,41.083332
2106065001,13,1,1,0,48.916668
2106065001,14,1,1,0,49
2106065001,15,1,1,0,49.083332
2106065001,16,1,1,0,49.166668
2106065001,17,1,1,0,49.25
2106065001,18,1,1,0,49.333332
2106065001,19,1,1,0,49.416668
2106065001,20,1,1,0,49.5
2106065001,21,1,1,0,49.583332
2106065001,22,1,1,0,49.666668
2106065001,23,1,1,0,49.75
2106065001,24,1,1,0,49.833332
2106081001,13,1,1,1,41.166668
2106081001,14,1,1,1,41.25
2106081001,15,1,1,1,41.333332
2106081001,16,1,1,1,41.416668
2106081001,17,1,1,1,41.5
2106081001,18,1,1,1,41.583332
2106081001,19,1,1,1,41.666668
2106081001,20,1,1,1,41.75
2106081001,21,1,1,1,41.833332
2106081001,22,1,1,1,41.916668
2106081001,23,1,1,1,42
2106081001,24,1,1,1,42.083332
2106098001,13,1,1,0,43.583332
2106098001,14,1,1,0,43.666668
2106098001,15,1,1,0,43.75
2106098001,16,1,1,0,43.833332
2106098001,17,1,1,0,43.916668
2106098001,18,1,1,0,44
